#OTU ID	C001.extendedFrags.fastq.gz	C002.extendedFrags.fastq.gz	C003.extendedFrags.fastq.gz	C004.extendedFrags.fastq.gz	C005.extendedFrags.fastq.gz	C006.extendedFrags.fastq.gz	C007.extendedFrags.fastq.gz	C008.extendedFrags.fastq.gz
73f7cf7afe09cc0b0fe2e1b8b9889ce0	0	7	0	0	0	15	0	0
05d3d9b6a54233decfb6391245eea46e	0	4	2	6	5	3	0	2
4891ab0c6348a239f4084e681cff3996	0	7	6	0	9	0	0	0
a3976e72416360ce005176a45187d3ee	0	0	0	0	0	22	0	0
b8f68e1bf5578c6c70320a45888448de	0	0	0	0	0	22	0	0
e0761c6cda2b18c8137640019dd3a1e2	0	0	0	0	0	0	0	22
cc49a0be312cc39397dfd8b560fc808b	0	0	0	21	0	0	0	0
94f33fe08848b2a5e7984da25d9c58be	0	0	0	21	0	0	0	0
9a1406c44052c3317f2cddd904abd406	0	0	0	21	0	0	0	0
13dabc3a4d5cb26be2b7af27bde99dc0	5	0	3	3	3	2	0	4
32c06456c8da66c9d548834465b6c0b5	3	2	0	4	4	3	1	3
a323ffbe728ed1895e0df4eaacb832c6	20	0	0	0	0	0	0	0
6b974b71439e8e60971e0217c47a7a55	3	2	0	3	4	5	0	3
21abfbe23999511f0814472eb08c4110	0	5	4	2	3	6	0	0
1cfe543e4fd5ca636a4ab851bcebdbd3	0	6	5	5	0	3	1	0
34999942e44a88ba053982c849c775e8	0	0	0	20	0	0	0	0
605fcbc941036d92f11aaa0d7ff85e84	0	0	0	0	20	0	0	0
067c50419232849278878620d8ced83d	0	0	0	0	20	0	0	0
a94403beb17657f066494b4b7e5418af	0	0	0	0	0	20	0	0
18557cce317ab124e072c79b982040ab	0	0	0	0	0	20	0	0
2698e2601da0f253da1129ace341f25c	0	0	0	0	0	0	20	0
e65fd6cb43ba5456a8efeec555b5f32c	0	0	0	0	0	0	20	0
f549b2e7bd06584ae6cb689a701b30bb	19	0	0	0	0	0	0	0
31acc3639057490279a05d3f3b5aa70a	19	0	0	0	0	0	0	0
195ab125a113198ed3be5f618b5d5fd3	19	0	0	0	0	0	0	0
e79a186efd06dc6d5903d76a9420848b	0	10	0	9	0	0	0	0
8ca98ef8e5c8f1033e5e9f838e44f899	0	0	19	0	0	0	0	0
9c6f2afe1a3ceca5600df736831ce6b6	0	0	19	0	0	0	0	0
25cb30df8936afb96ea9294665a441cf	0	0	0	19	0	0	0	0
51e7a44e9c205c64160535b95b0fd910	0	0	0	19	0	0	0	0
4bfb0088c5ffee253af1aaa5fc6bdf92	0	0	0	0	0	19	0	0
245e29142a28ed1d7831fe9693571014	0	0	0	0	0	0	19	0
0bb1a1068e84864b50d00a4343410203	0	0	0	0	0	0	19	0
fa2d151bfb83a2772a7ed0cb70b611c1	0	0	0	0	0	0	19	0
85e8c3f8d753fd0757e547a38a076708	0	0	0	0	0	0	19	0
09e290bbd77be38cc029f9759f10642f	0	0	0	0	0	0	0	19
0680ffc7efb77990f83f793674640e66	0	0	0	0	0	0	0	19
8a672dd68002f4486a8d8ca2ca50a13b	4	4	0	0	0	0	10	0
f5e5fc60f54372baff02bc5e4f90ecdd	18	0	0	0	0	0	0	0
cac6ba0556e5350eaab3f720a43c7b97	0	18	0	0	0	0	0	0
b5120bc3896cdf7bfcc09c32a7e85c9a	0	2	2	0	7	5	2	0
ebd33b77213228ba8973eee8dbef2ccf	0	0	18	0	0	0	0	0
1744ebbd6458358c0d80e81df6830acb	0	0	4	0	0	2	8	4
d549b0935692dd84d83d6ddb309b8af0	0	0	0	0	0	18	0	0
08f4ac16e44274b253b9b481275b5dbe	0	0	0	0	0	0	18	0
e215d2b428a6af86de47174e2080f9de	0	0	0	0	0	0	18	0
dae03de5cfd483fb5904bd0b416e4095	0	0	0	0	0	0	0	18
220ac3dd349ad98ba4a3f939e488e6fe	0	0	0	0	0	0	0	18
29dbd1ef3e99decb4636eb3dd4c4373e	2	2	3	3	3	4	0	0
0939085286139e9561fccf2c3efa569d	7	0	0	0	0	4	0	6
8a8a35bb61237d5fcd01ba0f8b7a9aa1	2	0	0	2	5	4	4	0
d5688a239827a978f229d9a525baf882	0	0	17	0	0	0	0	0
91b37149a3bfbc4dd22573d3fe3400ff	0	0	17	0	0	0	0	0
d4cda0513c3e296f9c0d5ecd19cbf4ad	0	0	0	17	0	0	0	0
82139dd6bdc43099e394b2f1ceb3ce3f	0	0	0	0	17	0	0	0
29c4934106a3685e3d7e33c1d11837d3	0	0	0	0	17	0	0	0
04aa2137c78f69f381ed15c3a82f5f64	0	0	0	0	17	0	0	0
5055a802333c216d889cfa7470a17456	0	0	0	0	17	0	0	0
25f51622767487b341c7d79cd9636017	0	0	0	0	0	0	17	0
0a8195a29695d7a0c281cdb89490c103	0	0	0	0	0	0	17	0
8f4c7e6362799d8f8f9cce6e8381458f	0	0	0	0	0	0	0	17
251c2d7c51bdf76c28977d4e4ac9f8dc	16	0	0	0	0	0	0	0
a510b779c94db0128b3e0d2845090e0a	4	4	0	2	0	3	0	3
17f2c6b0b56326067e5ad525a7827252	0	0	5	4	1	2	4	0
2967f71f446091e0f02e732690bb64b7	0	0	0	16	0	0	0	0
c5e5c4221308637b58c8d3c213ac80c8	0	0	0	0	16	0	0	0
f0da5b39280c67c44a1dee72776f47fe	0	0	0	0	16	0	0	0
b62bbc3100d1c67ae319ab82393256a8	0	0	0	0	0	16	0	0
822daa54ba2ad49ec81c477a1244d534	0	0	0	0	0	0	16	0
b54cbd7b87292ba1f0a23ce458e3fac9	0	0	0	0	0	0	8	8
6e679c48e898e1563c4ae6d983827d77	0	0	0	0	0	0	16	0
c66d84487e275bc1616630ff875d60a4	0	0	0	0	0	0	16	0
b6d1775130abfd1f6f3aa35ae59131fe	3	0	0	5	0	3	4	0
ff46bb075173b62c475ce9d89ec59b12	15	0	0	0	0	0	0	0
e729a459d0dcab5027b02650152dbc58	5	10	0	0	0	0	0	0
10741b1183dda151b54d1f58b4f00eea	0	15	0	0	0	0	0	0
7ab690962f68772c10d681adc812e9cf	0	15	0	0	0	0	0	0
e9b5c63703766bb127e600e4c1fafcdd	0	0	15	0	0	0	0	0
5af8356374ea62594dad21147153ba82	0	0	0	15	0	0	0	0
498ac2a9f2cda4e3ebc1b26f2636042b	0	0	0	0	15	0	0	0
6ba8f20c060692013b8132b1c7f731a3	0	0	0	0	0	15	0	0
ca0e06334842b2a518d7644749864a57	0	0	0	0	0	15	0	0
03a15120c8029cc536985b84b21ec478	0	0	0	0	0	15	0	0
c43d4f136a9b8a8f6e985863dd7cd874	0	0	0	0	0	15	0	0
aa6bc3fbc4935f1de731b338775788f8	0	0	0	0	0	0	15	0
72e0292307b8eabf9434770e3187b3c3	0	0	0	0	0	0	15	0
6309f07b78a9ecd157e0f58f191a383f	0	0	0	0	0	0	0	15
179ae78fd35bc309895374db3f24e5bf	0	0	0	0	0	0	0	15
a65489edc70874c1a9fbbce8e02a2298	5	0	0	0	7	2	0	0
631f0016299e6564d97a4d743d8e0c72	0	8	0	0	0	0	6	0
7abaa4a17724a8de032d697b796b8166	0	0	8	0	6	0	0	0
ad6be6c8b51f47dfcc456fe2cf38e6ca	0	0	14	0	0	0	0	0
e4a7765c24c94f3b38cd550fd6170e00	0	0	0	14	0	0	0	0
4834d0f96b081f07a4b0a447f0164762	0	0	0	14	0	0	0	0
98cfd48587e2337558553e9ded46be49	0	0	0	14	0	0	0	0
845046fe14843282eaf569e5494a5c3d	0	0	0	14	0	0	0	0
07858b1ca7c7b51b87658832b191b3b3	0	0	0	14	0	0	0	0
4a4300b55d1c78d09f319b63e1613e43	0	0	0	4	2	0	4	4
999a4ee9f08f2575fc208ea6643e7619	0	0	0	0	14	0	0	0
f777a8deddfd2ef29014588a5198cf38	0	0	0	0	0	14	0	0
ebd5363ed242a9e5fceeea6fe873d962	0	0	0	0	0	0	14	0
24a8b898edb9a35c9a3e94dcfb2201e5	0	0	0	0	0	0	0	14
931cd04fd0e1d12d7f3bbb564a779f56	13	0	0	0	0	0	0	0
1b5133a017610f1acf1b9f5d27b71eb2	1	4	6	0	0	0	0	2
672e58fc7fd7c529628247cd0f73c431	0	4	0	1	3	0	0	5
6af8f7a74064c1ec86b09f67c5d973aa	0	5	0	3	5	0	0	0
5506b3ff5423a0fc360f29acbce206b9	0	6	7	0	0	0	0	0
0f568fc78c12c6ccd5dfabdcab7ed0c8	0	13	0	0	0	0	0	0
2a346f41921342a62cb8d8fbec7fdd05	0	0	13	0	0	0	0	0
9cfabf3f40f85c0eaa14758f5657e832	0	0	13	0	0	0	0	0
5fafe293988c493dc25e424dac4ee259	0	0	0	13	0	0	0	0
de4ae3380029b9c5cb48de95da5de789	0	0	0	13	0	0	0	0
7a216cd1a2c6cb7e655fe29f7d3cdfe5	0	0	0	0	13	0	0	0
aaafc259eaf4c36fffab207b260325d8	0	0	0	0	13	0	0	0
085251979c90c3cb0db4de7ac3fdcc33	0	0	0	0	13	0	0	0
5217e1e6d8731fee74781d9a3d4a0d64	0	0	0	0	5	0	0	8
771472c352ea16939460573a18c49639	0	0	0	0	0	13	0	0
1a6e432f482678e6d1f932bf8b1778f9	0	0	0	0	0	0	0	13
8f65f93ac0f0c5e1f33a6149cbabc572	12	0	0	0	0	0	0	0
783d4e5e11388091d8b94a721de9331a	0	3	0	0	0	0	0	9
d4515e070c7ead3c6e9420962d32b093	0	3	0	3	6	0	0	0
878788b1b5c9048ba528491347e08c5f	0	12	0	0	0	0	0	0
7df2eb80737399ce94e98fe280e319c6	0	12	0	0	0	0	0	0
a7e7185550e61d2629ac8b9f73501d7e	0	0	12	0	0	0	0	0
7b831b2c083944f3d621ebb92eb3078a	0	0	12	0	0	0	0	0
9cd7e414e19c542e74a22cb444a43e68	0	0	0	12	0	0	0	0
79f8356b4df3fc956a248620b077a13b	0	0	0	0	12	0	0	0
00c36fc14084d8b12c6175a46fa4da79	0	0	0	0	12	0	0	0
3753beee0947f0450e3868ac432f61da	0	0	0	0	12	0	0	0
3e38f08e3874dfb6cc3036e6268c03d8	0	0	0	0	0	12	0	0
90dce89998bc265bfd8b045fd32ababc	0	0	0	0	0	0	12	0
46aa0d6b45bff5391f9540059c52b1f2	0	0	0	0	0	0	12	0
9ee8df1e5dc2ad40643ea0aa5568ad74	0	0	0	0	0	0	12	0
bb008479f8682e906e76656c0973a5ce	0	0	0	0	0	0	12	0
b933a1c377fda481db6745d8cdca0069	11	0	0	0	0	0	0	0
1c718d6058f129f610967a8f23a6079a	11	0	0	0	0	0	0	0
549d1459123e17e0b096ae4fd596d873	0	11	0	0	0	0	0	0
80a538ccf2ad3e41b1ed2ec9526c6473	0	0	11	0	0	0	0	0
587dec53115304ef05c6372241ca4baf	0	0	11	0	0	0	0	0
f2b70b92e8f44fbdc49ef0047520b23d	0	0	0	11	0	0	0	0
71a97c7c05a1ad6048e3d524c87e3acc	0	0	0	11	0	0	0	0
4da4dd197e984a88dffbb3eed880c04f	0	0	0	11	0	0	0	0
fcaa3373e917cb7c9255c611a7286cac	0	0	0	11	0	0	0	0
72ebf858421d724a18dd5fe4f40418e1	0	0	0	11	0	0	0	0
bbbadafe1262c04b008558fee1463c87	0	0	0	0	11	0	0	0
1033f3fb0763e4cb6eda3421caa00b4a	0	0	0	0	11	0	0	0
cd2a1ff3300c8aa86c8b16a899af58fd	0	0	0	0	11	0	0	0
df8da5c65cf03347f5785dc1f67973e0	0	0	0	0	11	0	0	0
bcd6d667c2bc8a804b755754a06d9566	0	0	0	0	11	0	0	0
2fb8427bee1b6d4163896fcf0e6c2a23	0	0	0	0	0	11	0	0
9a53990f76a90f89dd9b32ef3f80c940	0	0	0	0	0	11	0	0
a022f6e29f05c32d8bec677c09b0eaf3	0	0	0	0	0	11	0	0
06d58f2089d393e54088c4289fd5d7c6	0	0	0	0	0	11	0	0
9e7eb797429b071670e938ff208519bd	0	0	0	0	0	11	0	0
0ee3bb6d6b23f29b7cda88415da1aa98	0	0	0	0	0	0	11	0
825a0ac017172965413e5becd2ca47c9	0	0	0	0	0	0	4	7
63cf0afd056a07f0c6744bd4192dddd0	0	0	0	0	0	0	11	0
e65c7aafdf3aa0fbcab65acc2bf2817d	0	0	0	0	0	0	0	11
b5a237848449f497d10915e92ca37c94	10	0	0	0	0	0	0	0
b119209fec014b903d9a52c8be9f8712	2	4	3	0	0	0	1	0
9a645c4bd267bec86a687d5ecc31ea6d	10	0	0	0	0	0	0	0
73af78abbd3aa4489d8f34de10b61ad2	10	0	0	0	0	0	0	0
c43d273fa44c931f4e158fcd50f4dbea	0	10	0	0	0	0	0	0
6b189b600e02c9813fc89685bd4c0d07	0	0	10	0	0	0	0	0
25c59ef691662c41a4cd95f06b8dd7ba	0	0	10	0	0	0	0	0
0c96d9e29ec015ddc8909270cf8f6a39	0	0	10	0	0	0	0	0
e360d69a41a65469dd6ae77818249669	0	0	10	0	0	0	0	0
3eef81a0059a94b759feaeb0f209fe1b	0	0	10	0	0	0	0	0
11512c190183bc7b48198fa5b3992b70	0	0	10	0	0	0	0	0
ef8b9afad4c45bcf1c68a5e61c9b9f37	0	0	10	0	0	0	0	0
470cd29b0fb16c33a51aa0e8215ad279	0	0	10	0	0	0	0	0
f5610cd1ae9535c2bd6d476b5cd1f1f8	0	0	10	0	0	0	0	0
f0c16c6a6ff3081dec174b903f862f19	0	0	0	10	0	0	0	0
385a72877cb2e312fc6228ce024d0304	0	0	0	10	0	0	0	0
3fcfa9b539041b36c0f0dbf0fdd8642e	0	0	0	0	10	0	0	0
f95ffecdb76be7df6660ac1edd4e0c30	0	0	0	0	10	0	0	0
f547f769ea871cf8fb9b5cb75947b38b	0	0	0	0	10	0	0	0
c50c3d6ba9fb0dee992cd77e32827962	0	0	0	0	0	10	0	0
7c5db7e67ee3090b7bf7d1705d5e8752	0	0	0	0	0	10	0	0
222fc0a285e73d2777a3957cd924a27b	0	0	0	0	0	10	0	0
452acdffd0c8d1fc1b180769c1e3cb5f	0	0	0	0	0	10	0	0
6a79399afe2c5de41250cf949e8b78a4	0	0	0	0	0	0	10	0
48c77b4f981d587c9681f4bcb4ea456a	0	0	0	0	0	0	10	0
ba67bd8b01bbe2a1868cb0ce8000281a	0	0	0	0	0	0	10	0
4977695460102db4134b020c45809b1d	0	0	0	0	0	0	10	0
0665ff82987d29762e86ec6c0c1bae37	0	0	0	0	0	0	0	10
1c3b696668fcac4e492896722ca205ca	0	0	0	0	0	0	0	10
db7cb43f54d4a899a43d069a85619109	3	3	0	3	0	0	0	0
3a387935c2f38716cb908b7702a4fea6	9	0	0	0	0	0	0	0
1e40a56a9906504f32052517659c6417	0	9	0	0	0	0	0	0
41fdb5ccea541e5ed58352bb4fc8b989	0	9	0	0	0	0	0	0
502da662c9a103496f774b739ab593bc	0	0	9	0	0	0	0	0
6ea1e785c0296035b0c39a82b14df8cc	0	0	9	0	0	0	0	0
ded12986f11012e4d6aa98360ec6511f	0	0	0	9	0	0	0	0
5a1629c43bdd3b3b61888beb6f48730b	0	0	0	9	0	0	0	0
eabb429bba65723ff44ff5f6b05a1538	0	0	0	0	9	0	0	0
94816c1f6bc9ced1009f8fe0cbc06f07	0	0	0	0	9	0	0	0
a96822820df1a20c47069540a087439d	0	0	0	0	9	0	0	0
49387c753f2b81f77f35952708207061	0	0	0	0	0	9	0	0
6d9edbd14a7d453498c071a4b437b4ba	0	0	0	0	0	9	0	0
da40f9a7a3cf261b6b3f8acb0c119d80	0	0	0	0	0	9	0	0
3b418d2dcf085f6de4a10139146bab00	0	0	0	0	0	0	9	0
b4ec9fc7989d1e9716edf13450fd8576	0	0	0	0	0	0	9	0
0b1b2da72fe0cf1606512dd6f67bb63f	0	0	0	0	0	0	9	0
16471363c8c382007153f669fb7b27ca	0	0	0	0	0	0	0	9
c10b8d01c21c8b4022532c1e4dd32c74	4	0	0	4	0	0	0	0
56c381c51ebd90cef32808f8d4b3d457	8	0	0	0	0	0	0	0
04af73c494670491005795ed3d308786	0	8	0	0	0	0	0	0
1bff4b068d8018e8c6c99a0a517b44a5	0	8	0	0	0	0	0	0
b1198902a2f6daceefe1598d28bbcadd	0	0	8	0	0	0	0	0
a48e022f23e92b4e5625b2e887140890	0	0	8	0	0	0	0	0
6b624ad04d6acedcbb734f9680f1b938	0	0	8	0	0	0	0	0
0629a357d4b6e84eddeaec6f0a6ec87f	0	0	8	0	0	0	0	0
6642dac0e2edee81d5604da65b0110eb	0	0	0	8	0	0	0	0
8ef16e051499e839b463b5152868b056	0	0	0	0	8	0	0	0
cc7472000e026a50caa97b14468ed3e5	0	0	0	0	8	0	0	0
841e92a4cbf8181a7ccf00ab94c3a830	0	0	0	0	8	0	0	0
5ea60a72e5324e94741bbdd47b742c72	0	0	0	0	0	8	0	0
2f02e8f8496bf5749124061e2582c803	0	0	0	0	0	8	0	0
7e99bd16f873d18bec34050e7bf0b3ad	0	0	0	0	0	0	8	0
ef1a375580091c9f4f8cc3617fd037fd	0	0	0	0	0	0	8	0
2d292a4044f71737fe376964a9c852f4	0	0	0	0	0	0	8	0
57320ef7f98dad80d3a2fab11acca4e1	0	0	0	0	0	0	8	0
010b0225a7a363344735b9349d29ceb7	0	0	0	0	0	0	0	8
c8e659ffc1194c3582511ce96f5358c3	0	0	0	0	0	0	0	8
13462329f9792b93294f689a57ae4eea	0	0	0	0	0	0	0	8
59628372b56db7ff3845d2e4a134f6b1	7	0	0	0	0	0	0	0
7c6c0a4979e3102a6fa7dd1c24152208	7	0	0	0	0	0	0	0
36ae6bb697a7e76ec5e3846f6f4f6501	7	0	0	0	0	0	0	0
6e43c292ccd6a592fc9afd65b73c35bd	0	7	0	0	0	0	0	0
bcd46be2042aa98f9781aa9fd243db02	0	7	0	0	0	0	0	0
d96824fe96ae7362d4e72ed09db39d68	0	7	0	0	0	0	0	0
e49eb434857193876ee04395bf66ddbf	0	7	0	0	0	0	0	0
fed4ff063d70632305f8d7ef3c2c7fe9	0	7	0	0	0	0	0	0
7d7f36fd50514321cd04429fca665477	0	0	7	0	0	0	0	0
c8dec97f9c0d3aa17b21d30805d0e9db	0	0	7	0	0	0	0	0
ee2eedd47176cb7b6e38a8eabb92458e	0	0	7	0	0	0	0	0
e82c27f7245680e2a6387fd5c6f06b46	0	0	7	0	0	0	0	0
898aab6f6cbc7c95f2a34efd8ab2bccc	0	0	0	7	0	0	0	0
752ed1d839772854257b81dadd29d965	0	0	0	7	0	0	0	0
7091cc7ffc314451f861d511c10a7aac	0	0	0	7	0	0	0	0
e37445b855cfbedaec4c61f90d079798	0	0	0	7	0	0	0	0
24cbfb927ab3e577db6017bb3a748c40	0	0	0	0	7	0	0	0
78a18767125cb2907965365be7d00238	0	0	0	0	0	7	0	0
c45f8fae1f649e87d05baf30b1ba4fd1	0	0	0	0	0	7	0	0
2cb014ea8ff9a55f66db8f120b309b79	0	0	0	0	0	7	0	0
141a80ce6e0003465603fd36138f1dd7	0	0	0	0	0	7	0	0
075d64ea641bafbf2f311339f02425ca	0	0	0	0	0	0	7	0
abe983efa2969c297a790f66f5a7e018	0	0	0	0	0	0	7	0
97ae5421da6f85de7bff7d5b6517a523	0	0	0	0	0	0	7	0
360ac6a480fd7c3aa5e8adbd4d91a4db	0	0	0	0	0	0	0	7
f3955e6dcaa492d6b134e9352de88348	0	0	0	0	0	0	0	7
7893c727746caf11c3f2ce5ce8babbfc	0	0	0	0	0	0	0	7
2b42f3d351e790fb6ad2f2ff887c6077	0	0	0	0	0	0	0	7
4f63eb2e927e3420605bb25deb5e6d94	0	0	0	0	0	0	0	7
3757f2a569af0c7ea461b753351ba6ef	6	0	0	0	0	0	0	0
051e3243eb1e1899791744e73e25c9fc	6	0	0	0	0	0	0	0
e809224785c84543e8761538b91c41c7	6	0	0	0	0	0	0	0
b33a166ceb7d4d938c45de628bd94e3f	6	0	0	0	0	0	0	0
da98c0b306a066568ed70b82fb5f1766	0	6	0	0	0	0	0	0
8fa557e46b8351e17e209997edda300b	0	6	0	0	0	0	0	0
9d807a118cc9ad0324fb293c154c26f4	0	6	0	0	0	0	0	0
3f4bb317aa08b7dfe90fa571356bfdc1	0	6	0	0	0	0	0	0
5897f64594dcffafd14ffb92c5458957	0	6	0	0	0	0	0	0
9ef77a661ae0f45df90dfb1d934b6e7f	0	6	0	0	0	0	0	0
8c73ea9deaf92e50091090b9aeee5e24	0	0	6	0	0	0	0	0
0de1175c296275d29f0fe7db6cd23373	0	0	2	0	0	2	0	2
50fc9a0bbcffcda82cc26ee18bd9fa46	0	0	6	0	0	0	0	0
f6dee821a769f5c2f2452e8f5ef7156e	0	0	2	0	2	2	0	0
a01b2406a21790b8536b5448aa5785a0	0	0	6	0	0	0	0	0
0bb84a0a880d905634e3c297e76fcb63	0	0	6	0	0	0	0	0
225d04df85debf8eb594e263b89e8efb	0	0	0	6	0	0	0	0
62daeba2578ff049013e7b7fce5a0e55	0	0	0	6	0	0	0	0
dda5f32d4b8e9e5afcc9d4d563b665b5	0	0	0	6	0	0	0	0
626e723161939e36ece1ba094e406fb4	0	0	0	0	6	0	0	0
3b869182f658a672988bc5ac1509aa76	0	0	0	0	6	0	0	0
733c45c21948fbbe28afe6040770a741	0	0	0	0	6	0	0	0
35676206fd301c9f99515e390cc07356	0	0	0	0	6	0	0	0
563aeace924357ee80f38d4ba1319054	0	0	0	0	6	0	0	0
dc4b0c6dd7b2be474447273a19e90bc1	0	0	0	0	6	0	0	0
f62cd5a26004d69c6353864309c483fc	0	0	0	0	0	6	0	0
1e60765ba9636c5ea1be7e3909bb2c27	0	0	0	0	0	6	0	0
0f41592c06e6cb090230eca9a18992f7	0	0	0	0	0	6	0	0
de9bc939f13b183822e23739310a83af	0	0	0	0	0	6	0	0
feec839360245d52b543689fd3df4bfd	0	0	0	0	0	0	6	0
d10f5a6b227af36b882c53ab2fcfdf15	0	0	0	0	0	0	6	0
91743c8529b80125c404d0c17b38a541	0	0	0	0	0	0	0	6
e8b2a084fb19d810d3bb002cbaca064d	0	0	0	0	0	0	0	6
fa6e516f3ce4fc4d934549099532162c	0	0	0	0	0	0	0	6
766de33ec144d93b32ec827ebd2b98fd	0	0	0	0	0	0	0	6
23a9220a03387f7cfe3867de4c4172f1	0	0	0	0	0	0	0	6
5d0767d903ea5456328392668ea511bc	5	0	0	0	0	0	0	0
b9d47eaf934c20852e177d36d3416a39	5	0	0	0	0	0	0	0
4b4e87cd84bc7b1a1a68694e316d5b03	0	5	0	0	0	0	0	0
d26d9bdc42fb0a06c488379b46bc56db	0	5	0	0	0	0	0	0
c725f422a0117677f486e3042ee12f93	0	5	0	0	0	0	0	0
84347212a4caea3d668e5fdcab77fdea	0	5	0	0	0	0	0	0
da7a857676b673ac15a5aae421b1729a	0	5	0	0	0	0	0	0
2f8ba99dc54a16678dcefb5bf1d474a5	0	5	0	0	0	0	0	0
c457cd42e589eb86640001f5a0584961	0	5	0	0	0	0	0	0
e0ca8646ad1969798278b8632092ac81	0	0	5	0	0	0	0	0
1b1e80e1b0e83acd552183444ddb222e	0	0	5	0	0	0	0	0
93da96a7079e95e4d7a933b0ae3ce985	0	0	0	5	0	0	0	0
38e3d7dfb09cbe6d69c41dd292a3c8d3	0	0	0	5	0	0	0	0
1263477fbf1ffb3ef2abbb8f9d5439a4	0	0	0	5	0	0	0	0
2e84338f7fbf49f632e7bcb2d97663fc	0	0	0	0	5	0	0	0
62310b11e5e0325308a8bcb8847d06c7	0	0	0	0	5	0	0	0
dc115e11d85d9df2845f227cec7baae5	0	0	0	0	5	0	0	0
5d5b584612ad92af70579296a1310a7e	0	0	0	0	5	0	0	0
45132f0bcbaa0621552d6ad2937ba3d2	0	0	0	0	0	5	0	0
8aa3658ee5eff21b55cc019a049ce97e	0	0	0	0	0	5	0	0
8804e7ef92649222daa76261f0ef568e	0	0	0	0	0	5	0	0
0129d15dfad8af0ab8889034c4c58d89	0	0	0	0	0	0	5	0
c9f1e29ad3a6fdb4858230aa664aa541	0	0	0	0	0	0	5	0
7c61c29a6a56e59aa440fec5cf7294b9	0	0	0	0	0	0	5	0
59383d4b81547dae4a55475fcc3ade5f	0	0	0	0	0	0	0	5
846fc411589326ea1c57a3f5017ef6f6	0	0	0	0	0	0	0	5
834ca323e9d5d598137d0f77a85d0809	0	0	0	0	0	0	0	5
063435176b47d2dd633a382267a8272a	4	0	0	0	0	0	0	0
d7a9a3e27d15d0ee147711d584515688	4	0	0	0	0	0	0	0
ab3c745ce87813b92b6ca31f1ff08f64	4	0	0	0	0	0	0	0
8d47a9b0b333056eb0e2ef6f58fe4383	4	0	0	0	0	0	0	0
6b4fd2db86524f469cd0deafb2300ee9	0	4	0	0	0	0	0	0
f4675e3f3c100f5ddef881a67ad8a816	0	4	0	0	0	0	0	0
878197fe1916212794ede7dfa913e083	0	0	4	0	0	0	0	0
0fb8776fb99050a7523e7f79d25350e6	0	0	4	0	0	0	0	0
79ef8ab832c1917968d92c853be22a7b	0	0	4	0	0	0	0	0
4a91a50843fd988cf99653d0e7ef9a1e	0	0	4	0	0	0	0	0
8145fd280bc86593e327d47e2e91944b	0	0	0	4	0	0	0	0
a40518453e040578336966d35c6aefd1	0	0	0	4	0	0	0	0
d645f9106a1da35b62244d7689efb3e7	0	0	0	4	0	0	0	0
01811ae04b83c4bf9e2171868a126cb2	0	0	0	0	4	0	0	0
60795862bd7a0a808ab6df58bf76838a	0	0	0	0	4	0	0	0
1d63310e02eb7a5394f5b464b52b647c	0	0	0	0	4	0	0	0
338517ae4b9d06021abbaa5589935867	0	0	0	0	4	0	0	0
93202e0fc5a9c25e77e8f2b8606b8374	0	0	0	0	4	0	0	0
65d0828a68022c46d1e8000d05de6c4e	0	0	0	0	4	0	0	0
49826623bdf9d29a3212a7b214deac0a	0	0	0	0	0	4	0	0
390ea21683ba669f2c575bc82089f2ff	0	0	0	0	0	0	4	0
73e577f5a1d9fedb2b822da93e6e0be0	0	0	0	0	0	0	4	0
a7f64ecdf8bb9c0fa0cda25155520abb	0	0	0	0	0	0	4	0
1cab152598fa880b69f90dedbc3cff2b	0	0	0	0	0	0	4	0
33b0f45000f94326a45661baae6e6386	0	0	0	0	0	0	4	0
83774918c320c6fc82657f35a7cda173	0	0	0	0	0	0	4	0
a0eb39703578b418d11c5c79a4ece232	0	0	0	0	0	0	0	4
acf09bbe4c22cf842232fd5d29de70c6	0	0	0	0	0	0	0	4
c0aa9359a623d36382070d12b7b300b1	0	0	0	0	0	0	0	4
ce69d1dcb5e2169082e75a8b581f437f	0	0	0	0	0	0	0	4
b0a5bcfda496d60bca2546f1729ff1c9	0	0	0	0	0	0	0	4
3152d899d4a31c8f5f2e0e563ed6194c	3	0	0	0	0	0	0	0
d0e2d2dece9197311cfff4acb0bde3bd	3	0	0	0	0	0	0	0
3d29ea0a02c10c41848c128f07f1caa4	3	0	0	0	0	0	0	0
d04a84f15c6700c77fcffc23a754a90f	3	0	0	0	0	0	0	0
5cc7b5515a1be2b0846436c8026cd723	3	0	0	0	0	0	0	0
bc5d64764364316418affaa649111593	3	0	0	0	0	0	0	0
848a6f68506fa96f7a417a00f274a893	3	0	0	0	0	0	0	0
6e7e224843fdd8f70a06b4ed9b7aaf5e	0	3	0	0	0	0	0	0
368b81f0157c28936575c646e59aa37b	0	3	0	0	0	0	0	0
85b4331b18facff6cb4b939749f378b8	0	0	3	0	0	0	0	0
885a4a90d901f59a5aaabd47b6a7526d	0	0	3	0	0	0	0	0
c1f9d6172306163e63d7c0204fe9a6f5	0	0	3	0	0	0	0	0
f6751dfc59888a2937ba1611d97b6c9a	0	0	3	0	0	0	0	0
9d3ae334a439a53a4df64ed297a592a8	0	0	3	0	0	0	0	0
777589565cead2f4e1561402a612f124	0	0	3	0	0	0	0	0
089d2232fb8ee3418867c7b1f78a2ba4	0	0	3	0	0	0	0	0
